OBJECTID,ANO,CDMUN,NMMUN,NMEST,NMREG,VZHURM3S,VZHRUM3S,VZINDM3S,VZMINM3S,VZTERM3S,VZANIM3S,VZIRRM3S,VZTOTM3S,SHAPE_Length,SHAPE_Area
4063,2020,4110607,Iporã,PR,REGIÃO SUL,0.0215125,0.00267224,0.00898238,0,0,0.0377657,0.00364048,0.0745733,1.47896958142253,0.0575089763825618
4064,2020,4110656,Iracema do Oeste,PR,REGIÃO SUL,0.00353996,0.00043781,0.00048308,0,0,0.00336726,0,0.00782812,0.582632482037139,0.00725949437995524
4065,2020,4110706,Irati,PR,REGIÃO SUL,0.08806946,0.01080459,0.0235063,0.00128737,0,0.02003041,0.00473288,0.14843102,2.04387005013431,0.0897341567728121
4066,2020,4110805,Iretama,PR,REGIÃO SUL,0.01140078,0.00430167,0.00105862,0.0005193,0,0.05342442,0.00028067,0.07098547,2.20851879263493,0.0507550190652033
4067,2020,4110904,Itaguajé,PR,REGIÃO SUL,0.00704114,0.00082224,2.418e-05,0,0,0.0105252,0,0.01841275,0.774744182338902,0.0167259082344962
4068,2020,4110953,Itaipulândia,PR,REGIÃO SUL,0.01081704,0.00640396,0.01883236,0.00013072,0.00057778,0.03837321,0.01076262,0.0858977,1.23527939197053,0.0296623610866266
4069,2020,4111001,Itambaracá,PR,REGIÃO SUL,0.00808547,0.00185906,0.00764881,0,0,0.0019468,0.03364718,0.05318732,0.671954414866017,0.0182597367143398
4070,2020,4111100,Itambé,PR,REGIÃO SUL,0.01185315,6.113e-05,0.00066588,0,0,0.0037078,0,0.01628796,0.991763232901192,0.0215870452510974
4071,2020,4111209,Itapejara d'Oeste,PR,REGIÃO SUL,0.01517769,0.00331166,0.04963542,0,0,0.0278662,0.00233338,0.09832434,1.37512421031252,0.0228983605752907
4072,2020,4111258,Itaperuçu,PR,REGIÃO SUL,0.05797408,0.00563556,0.00387179,0.00061236,0,0.0057269,0.00096021,0.07478091,1.34803773737001,0.0281489213578854
4073,2020,4111308,Itaúna do Sul,PR,REGIÃO SUL,0.00464147,0.00068084,0.00255408,0,0,0.01050448,0,0.01838088,0.459087974905923,0.0113283224055926
4074,2020,4111407,Ivaí,PR,REGIÃO SUL,0.00964866,0.00900017,0.02581905,5.9e-06,0,0.01268453,0.00075911,0.05791742,1.36695632554533,0.0543513602694503
4075,2020,4111506,Ivaiporã,PR,REGIÃO SUL,0.06029144,0.00336733,0.0048618,3.424e-05,0,0.02228282,0.00109448,0.09193212,1.6077642720134,0.0383710141863678
4076,2020,4111555,Ivaté,PR,REGIÃO SUL,0.01091838,0.00212818,0.38427139,0,0,0.01371939,0.25923176,0.6702691,1.29333849268906,0.0362849470986678
4077,2020,4111605,Ivatuba,PR,REGIÃO SUL,0.00492406,0.00069519,2.27e-06,0,0,0.00048439,0,0.0061059,0.557139449579253,0.00855114756510233
4078,2020,4111704,Jaboti,PR,REGIÃO SUL,0.00581486,0.00203499,0.00310491,0,0,0.01471323,0.0275518,0.05321978,0.777689049198836,0.0123321351968777
4079,2020,4111803,Jacarezinho,PR,REGIÃO SUL,0.08806377,0.00366119,0.34930103,0.00019156,0,0.03486893,0.0426719,0.51875838,1.77179436219765,0.0531267638202476
4080,2020,4111902,Jaguapitã,PR,REGIÃO SUL,0.03746555,0.00178381,0.13039537,0,0,0.02660262,0.00393943,0.20018678,1.34683229960682,0.0418566006194243
4081,2020,4112009,Jaguariaíva,PR,REGIÃO SUL,0.08882517,0.00464038,0.0310133,7.416e-05,0,0.03975259,0.00398055,0.16828616,2.44430422132542,0.129261910908669
4082,2020,4112108,Jandaia do Sul,PR,REGIÃO SUL,0.04102878,0.00176729,0.23553755,0,0,0.01083187,0.00315598,0.29232147,0.778036303679766,0.0165996333521682
4083,2020,4112207,Janiópolis,PR,REGIÃO SUL,0.00642023,0.0017344,0.00095383,0,0,0.01419799,0.00157597,0.02488242,1.18466431348954,0.029812125536643
4084,2020,4112306,Japira,PR,REGIÃO SUL,0.00566077,0.00204806,0.00152055,0,0,0.01724023,0.00887197,0.03534158,0.927182825345319,0.0166735256187846
4085,2020,4112405,Japurá,PR,REGIÃO SUL,0.02085795,0.00087322,0.01178996,0,0,0.00593553,0.00108061,0.04053726,0.539743469711016,0.014595654646208
4086,2020,4112504,Jardim Alegre,PR,REGIÃO SUL,0.01334432,0.00441257,0.0004497,0,0,0.02882667,0.004325,0.05135825,1.49214696112359,0.0360421863884591
4087,2020,4112603,Jardim Olinda,PR,REGIÃO SUL,0.00373145,0.00035412,0.00012283,0,0,0.00548898,0,0.00969738,0.457729102317533,0.0112845689215855
4088,2020,4112702,Jataizinho,PR,REGIÃO SUL,0.03277415,0.00054063,0.00443338,0,0,0.00715588,0.00279441,0.04769845,0.649165211211148,0.0140455259868567
4089,2020,4112751,Jesuítas,PR,REGIÃO SUL,0.01157974,0.00224272,0.00179325,7.24e-06,0,0.02774335,0.00164799,0.04501429,1.15251974836046,0.022030778058701
4090,2020,4112801,Joaquim Távora,PR,REGIÃO SUL,0.01916005,0.00259189,0.02399472,0,0,0.04020404,0.00980928,0.09575999,1.4350311025012,0.0255546936953549
4091,2020,4112900,Jundiaí do Sul,PR,REGIÃO SUL,0.00278562,0.00165975,9.75e-06,0,0,0.02621427,0,0.03066938,0.995504805377669,0.0283545171336002
4092,2020,4112959,Juranda,PR,REGIÃO SUL,0.01074051,0.00149026,0.00010758,0,0,0.00350473,0.00033388,0.01617696,1.28251709925798,0.0311267166373046
4093,2020,4113007,Jussara,PR,REGIÃO SUL,0.01701007,0.00056028,0.36251272,0,0,0.0059912,0.00157231,0.38764659,0.834688445544082,0.0186588050318459
4094,2020,4113106,Kaloré,PR,REGIÃO SUL,0.00528443,0.00091385,0.00086429,0,0,0.00573554,0.00048479,0.01328289,0.86865392354919,0.0171333399876483
4095,2020,4113205,Lapa,PR,REGIÃO SUL,0.04759131,0.02001232,0.08804471,0.00100896,0,0.03680607,0.0807799,0.27424328,3.91361849022034,0.18841645895059
4096,2020,4113254,Laranjal,PR,REGIÃO SUL,0.00367788,0.00329268,4.025e-05,0,0,0.05655985,0,0.06357066,1.89641848593305,0.0499890895014681
4097,2020,4113304,Laranjeiras do Sul,PR,REGIÃO SUL,0.04092173,0.00589617,0.01904193,9.087e-05,0,0.0510812,0.00429569,0.12132759,2.25483608666983,0.0602681803771532
4098,2020,4113403,Leópolis,PR,REGIÃO SUL,0.00504401,0.00168246,0.0001573,0,0,0.01646013,0.11557535,0.13891925,0.938568132414583,0.0303850645681463
4099,2020,4113429,Lidianópolis,PR,REGIÃO SUL,0.00355499,0.00155317,6.505e-05,0.0001554,0,0.00781047,0.00288887,0.01602795,0.719554798919022,0.0140905497458254
4100,2020,4113452,Lindoeste,PR,REGIÃO SUL,0.0043486,0.00255459,0.00146861,0,0,0.02595379,0,0.03432559,1.25901457741749,0.0323830074652498
4101,2020,4113502,Loanda,PR,REGIÃO SUL,0.04180564,0.00179186,0.0224272,0,0,0.0609843,0.00693979,0.13394879,1.14842136708398,0.0636116986457334
4102,2020,4113601,Lobato,PR,REGIÃO SUL,0.01513695,0.00028627,0.006028,0,0,0.00670206,0,0.02815327,0.921730430329382,0.0212152202659122
4103,2020,4113700,Londrina,PR,REGIÃO SUL,1.512976,0.01379772,0.16857053,0.00208985,0,0.04781162,0.06363662,1.80888234,2.95652788814342,0.146147459975463
4104,2020,4113734,Luiziana,PR,REGIÃO SUL,0.00862526,0.00212777,5.091e-05,3.666e-05,0,0.02160755,0,0.03244815,1.99699117370911,0.0808384149256827
4105,2020,4113759,Lunardelli,PR,REGIÃO SUL,0.00603613,0.00165242,0.00012667,0,0,0.00869755,0,0.01651276,0.86866548643034,0.0176874533344717
4106,2020,4113809,Lupionópolis,PR,REGIÃO SUL,0.00973604,0.00041148,0.00104809,0,0,0.00635626,0.07653337,0.09408523,0.508663692983334,0.0106422021416315
4107,2020,4113908,Mallet,PR,REGIÃO SUL,0.01160887,0.00579835,0.09929645,4.89e-06,0,0.0080689,0.00011298,0.12489044,1.44996232341838,0.0651241972974804
4108,2020,4114005,Mamborê,PR,REGIÃO SUL,0.01509276,0.00455322,0.00073878,0,0,0.01434743,0.00098841,0.03572059,1.77069762311969,0.0701203766991843
4109,2020,4114104,Mandaguaçu,PR,REGIÃO SUL,0.05160791,0.0020565,0.00692532,0,0,0.01389668,0.06142891,0.13591531,0.992684700381727,0.025948863917522
4110,2020,4114203,Mandaguari,PR,REGIÃO SUL,0.06844093,0.0003661,0.10891618,0.00045913,0,0.02703878,0.01340517,0.2186263,1.5141040875705,0.0296820228918816
4111,2020,4114302,Mandirituba,PR,REGIÃO SUL,0.01485665,0.02121709,0.00759481,0.00209914,0,0.01885496,0.00612236,0.070745,1.39178213587258,0.0341406954684021
4112,2020,4114351,Manfrinópolis,PR,REGIÃO SUL,0.00184401,0.0015721,0.00129386,0,0,0.02208042,0,0.02679038,0.947646055178541,0.0195267544375761
4113,2020,4114401,Mangueirinha,PR,REGIÃO SUL,0.01389238,0.00806973,0.00368487,0,0,0.04070167,0,0.06634865,2.46743062244901,0.0951830556128411
4114,2020,4114500,Manoel Ribas,PR,REGIÃO SUL,0.01262883,0.00725374,0.00137901,8.881e-05,0,0.03933389,0,0.06068427,1.42410932473076,0.0508692379030522
4115,2020,4114609,Marechal Cândido Rondon,PR,REGIÃO SUL,0.13025664,0.0067894,0.06859776,0.00028545,0.00115556,0.16566725,0.00638364,0.3791357,1.93026632700205,0.0666649131678982
4116,2020,4114708,Maria Helena,PR,REGIÃO SUL,0.00672338,0.00196571,0.00314059,0,0,0.03595852,0.01414867,0.06193687,0.960891161926374,0.0430084649829278
4117,2020,4114807,Marialva,PR,REGIÃO SUL,0.15230592,0.00648939,0.0308351,0.00081264,0,0.00967534,0.03661893,0.23673732,2.13468160385332,0.0420493814081622
4118,2020,4114906,Marilândia do Sul,PR,REGIÃO SUL,0.01122906,0.0024918,0.0008458,0.00026962,0,0.00683901,0.04208154,0.06375683,1.79453577842738,0.0340525347827467
4119,2020,4115002,Marilena,PR,REGIÃO SUL,0.0099465,0.00174183,0.00132916,0.00034182,0,0.01972218,0.02209874,0.05518023,0.698530073879705,0.0204267645425316
4120,2020,4115101,Mariluz,PR,REGIÃO SUL,0.01912668,0.00174166,0.00076468,0,0,0.01200013,0,0.03363315,1.25393958972283,0.0384519139252233
4121,2020,4115200,Maringá,PR,REGIÃO SUL,0.84336607,0.00969353,0.67096512,0.00094895,0,0.00606899,0.0135039,1.54454655,1.34205012842588,0.0430237147446372
4122,2020,4115309,Mariópolis,PR,REGIÃO SUL,0.00896299,0.00158779,0.00094642,0,0,0.01087061,0.00224471,0.02461252,0.803006282126772,0.020827427823741
4123,2020,4115358,Maripá,PR,REGIÃO SUL,0.00680066,0.00220028,0.0091472,8.916e-05,0,0.03839102,0.00202409,0.05865242,0.837617627370826,0.0252679481704825
4124,2020,4115408,Marmeleiro,PR,REGIÃO SUL,0.01744406,0.0042732,0.00426428,0,0,0.02817255,0.01589396,0.07004805,1.3187024157959,0.0349971552827089
4125,2020,4115457,Marquinho,PR,REGIÃO SUL,0.00065337,0.00448023,0.00016589,0,0,0.03895147,0,0.04425097,2.39997546256586,0.0457463467684521
4126,2020,4115507,Marumbi,PR,REGIÃO SUL,0.00449881,0.00180879,0.00306414,0,0,0.01078787,0,0.02015961,1.13573458448788,0.0184637046400287
4127,2020,4115606,Matelândia,PR,REGIÃO SUL,0.02598789,0.00547586,0.22509324,0.00027832,0.00231111,0.04829271,0.00271158,0.31015072,2.10660343938563,0.057370911409185
4128,2020,4115705,Matinhos,PR,REGIÃO SUL,0.13250675,0.00013018,0.00084413,7.225e-05,0,0.00010191,0.00312581,0.13678103,0.664808067282967,0.0105943157146719
4129,2020,4115739,Mato Rico,PR,REGIÃO SUL,0.00255934,0.00189292,0,0,0,0.02190795,7.476e-05,0.02643497,1.53488081719957,0.0351980612502218
4130,2020,4115754,Mauá da Serra,PR,REGIÃO SUL,0.01373655,0.00231072,0.01886464,0,0,0.00197116,0.01476358,0.05164665,0.770385513867363,0.00960539966542209
4131,2020,4115804,Medianeira,PR,REGIÃO SUL,0.11276134,0.00498884,0.19808334,0,0,0.05048635,0.00451924,0.37083911,0.906219221601585,0.029459039892733
4132,2020,4115853,Mercedes,PR,REGIÃO SUL,0.01219485,0.0026718,0.00579291,0,0,0.0222352,0.00986501,0.05275977,0.78588896533648,0.0178825739111879
4133,2020,4115903,Mirador,PR,REGIÃO SUL,0.00296102,0.00067822,0,0,0,0.01108693,0,0.01472617,0.755638913875649,0.0195560534638534
4134,2020,4116000,Miraselva,PR,REGIÃO SUL,0.00473521,0.00035648,3.205e-05,0,0,0.00593712,0.00166405,0.01272491,0.428850596500396,0.00795125889396241
4135,2020,4116059,Missal,PR,REGIÃO SUL,0.0115432,0.00533247,0.00837697,0.00027666,0,0.0504362,0.00400869,0.0799742,1.15065377789249,0.0290316082197383
4136,2020,4116109,Moreira Sales,PR,REGIÃO SUL,0.01728487,0.00186253,0.23926988,4.674e-05,0,0.02582839,0.00481056,0.28910297,1.06751397882626,0.031396762472033
4137,2020,4116208,Morretes,PR,REGIÃO SUL,0.01542798,0.01050169,0.00253771,0.00047048,0,0.00158861,0.04952796,0.08005443,1.71531503344291,0.0614749176714185
4138,2020,4116307,Munhoz de Melo,PR,REGIÃO SUL,0.00777708,0.00060766,0.00356862,0,0,0.01465237,0.00097931,0.02758504,0.605799255010259,0.0120794876652486
4139,2020,4116406,Nossa Senhora das Graças,PR,REGIÃO SUL,0.00967338,0.00050499,9.07e-06,0,0,0.00984751,0,0.02003495,0.60546991397117,0.0163484094030646
4140,2020,4116505,Nova Aliança do Ivaí,PR,REGIÃO SUL,0.00226468,0.00039675,0.00109006,0,0,0.00747268,0,0.01122418,0.51220264719044,0.0115762565024242
4141,2020,4116604,Nova América da Colina,PR,REGIÃO SUL,0.00433427,0.00087372,0.00045037,1.04e-06,0,0.00412979,0.00587838,0.01566758,0.823752524009728,0.0114326049577371
4142,2020,4116703,Nova Aurora,PR,REGIÃO SUL,0.01632915,0.00209778,0.01658984,0,0,0.03266057,0,0.06767733,1.69832178841611,0.042223078784663
4143,2020,4116802,Nova Cantu,PR,REGIÃO SUL,0.00517545,0.00239482,0.00044944,0,0,0.03417403,8.545e-05,0.04227919,1.91967647870287,0.0495412108746216
4144,2020,4116901,Nova Esperança,PR,REGIÃO SUL,0.04745364,0.00190574,0.01088267,6e-08,0,0.02585823,0.01378505,0.09988538,1.20880861003049,0.0354196733570172
4145,2020,4116950,Nova Esperança do Sudoeste,PR,REGIÃO SUL,0.00461195,0.00280015,0.00113708,0,0,0.03124919,0,0.03979837,1.10919972668194,0.0187792005800133
4146,2020,4117008,Nova Fátima,PR,REGIÃO SUL,0.01116226,0.00161338,0.00050136,0,0,0.01140623,0.11483142,0.13951464,1.19097261195757,0.0250393016763602
4147,2020,4117057,Nova Laranjeiras,PR,REGIÃO SUL,0.00592556,0.00852098,9.264e-05,0,0,0.0867874,0.00144158,0.10276816,3.23754262405664,0.102610793208341
4148,2020,4117107,Nova Londrina,PR,REGIÃO SUL,0.02301222,0.00093899,0.26346332,0,0,0.02070954,0,0.30812407,0.984807230744967,0.0236904079683326
4149,2020,4117206,Nova Olímpia,PR,REGIÃO SUL,0.00996989,0.00079796,0.00159627,0,0,0.01083456,0,0.02319868,0.505202233999464,0.0120466176794768
4150,2020,4117214,Nova Santa Bárbara,PR,REGIÃO SUL,0.00667798,0.00061256,0.00025397,0,0,0.00063278,0,0.00817729,0.619639128226485,0.00634833388912265
4151,2020,4117222,Nova Santa Rosa,PR,REGIÃO SUL,0.01242887,0.0020788,0.00368049,8.06e-06,0,0.0823358,0,0.10053202,1.06336888828218,0.0182220281206461
4152,2020,4117255,Nova Prata do Iguaçu,PR,REGIÃO SUL,0.01040462,0.00390394,0.0056503,0,0,0.03857772,0.00882834,0.06736492,1.31883005194043,0.0316788241046875
4153,2020,4117271,Nova Tebas,PR,REGIÃO SUL,0.00391729,0.0033357,3.527e-05,0,0,0.04466379,0.00151824,0.05347028,2.03217759337594,0.048591417180287
4154,2020,4117297,Novo Itacolomi,PR,REGIÃO SUL,0.00306035,0.00109867,0.00111868,0.00023413,0,0.01507349,0,0.02058532,1.12341378761979,0.0142986691654084
4155,2020,4117305,Ortigueira,PR,REGIÃO SUL,0.01821816,0.01229731,0.0026621,0.00113064,0,0.10968073,0.01660737,0.16059631,3.85316964230239,0.215803548313579
4156,2020,4117404,Ourizona,PR,REGIÃO SUL,0.00645766,0.00023693,0.00027998,0,0,0.00117287,0,0.00814744,0.795968171480883,0.0155941258356726
4157,2020,4117453,Ouro Verde do Oeste,PR,REGIÃO SUL,0.00735005,0.00143318,0.00149985,0,0,0.04040112,0.00077606,0.05146026,1.04892083278405,0.0261625873383583
4158,2020,4117503,Paiçandu,PR,REGIÃO SUL,0.09464976,0.00010711,0.01626117,0,0,0.00153494,0.00098031,0.11353328,0.621403655990596,0.0151459428124061
4159,2020,4117602,Palmas,PR,REGIÃO SUL,0.07128043,0.0018778,0.05910364,0,0,0.01994616,0.00948096,0.16168899,2.90437143761055,0.140988104082092
4160,2020,4117701,Palmeira,PR,REGIÃO SUL,0.03689223,0.01348493,0.03804867,0.00051492,0,0.035097,0.00300993,0.1270477,2.7758393221917,0.130780749409049
4161,2020,4117800,Palmital,PR,REGIÃO SUL,0.01144344,0.00607178,0.00178915,0,0,0.07908957,0.0015791,0.09997304,2.94210732349658,0.0730461661203021
4162,2020,4117909,Palotina,PR,REGIÃO SUL,0.06210012,0.00357441,0.1950121,9.52e-05,0,0.05182725,0.19104906,0.50365814,1.40207510901303,0.057907195370475
4163,2020,4118006,Paraíso do Norte,PR,REGIÃO SUL,0.02594908,0.00082055,0.0462335,2.055e-05,0,0.00432292,0,0.07734661,0.770401264020907,0.0180525302995317
4164,2020,4118105,Paranacity,PR,REGIÃO SUL,0.02066482,0.00070165,0.43830237,0,0,0.00497571,0.00393139,0.46857594,1.01502093657227,0.0306724033478036
4165,2020,4118204,Paranaguá,PR,REGIÃO SUL,0.30848121,0.00590721,0.10650587,0.00257886,0.08666667,0.00127611,0.01057945,0.52199538,1.66502927386103,0.0742405385880232
4166,2020,4118303,Paranapoema,PR,REGIÃO SUL,0.00809503,0.00039723,0.00034044,0,0,0.00694292,0.02246047,0.0382361,0.693076315782736,0.0154528360687319
4167,2020,4118402,Paranavaí,PR,REGIÃO SUL,0.18347437,0.00178484,0.14620833,4.6e-07,0,0.08789562,0.08036514,0.49972877,1.76932362887581,0.10583147413388
4168,2020,4118451,Pato Bragado,PR,REGIÃO SUL,0.01223208,0.00215789,0.00380545,0.0001272,0,0.0321396,0.00100443,0.05146665,0.607194458892841,0.0120630744570671
4169,2020,4118501,Pato Branco,PR,REGIÃO SUL,0.16529208,0.00204613,0.06542885,0.00018732,0,0.02814273,0.00394831,0.26504542,1.68820553829278,0.0486709238831278
4170,2020,4118600,Paula Freitas,PR,REGIÃO SUL,0.00583892,0.00274325,0.00533489,0.0003275,0,0.00622043,0.0005528,0.02101778,1.14963478049418,0.0380491316618295
4171,2020,4118709,Paulo Frontin,PR,REGIÃO SUL,0.00438441,0.00511032,0.00111008,6.4e-07,0,0.00698926,3.674e-05,0.01763144,1.1042854435915,0.0333623068929142
4172,2020,4118808,Peabiru,PR,REGIÃO SUL,0.03060477,0.00262466,0.0016865,0.00020866,0,0.01074545,0.00661269,0.05248272,1.29712202945078,0.0415577898463232
4173,2020,4118857,Perobal,PR,REGIÃO SUL,0.00645865,0.00283075,0.01598721,0,0,0.01930661,0.00820141,0.05278464,1.16845233967043,0.0361444483007347
4174,2020,4118907,Pérola,PR,REGIÃO SUL,0.02154712,0.001803,0.02207927,0,0,0.02926317,0.00219678,0.07688933,0.793255661315599,0.0213247884740559
4175,2020,4119004,Pérola d'Oeste,PR,REGIÃO SUL,0.00698078,0.00317298,0.00010334,9.64e-06,0,0.01490337,0.01336872,0.03853884,1.1378109700986,0.0185533035603448
4176,2020,4119103,Piên,PR,REGIÃO SUL,0.01010508,0.00682277,0.02135645,0.0003538,0,0.00313487,0.00059906,0.04237204,1.02393672964918,0.0229885506941591
4177,2020,4119152,Pinhais,PR,REGIÃO SUL,0.24588157,0,0.05834237,0,0,0.00053233,0.00021952,0.30497579,0.37945373154128,0.00546127921323688
4178,2020,4119202,Pinhalão,PR,REGIÃO SUL,0.00707535,0.00216807,0.00090886,0,0,0.01330548,0.00480288,0.02826064,1.09325149650818,0.0195623185821856
4179,2020,4119251,Pinhal de São Bento,PR,REGIÃO SUL,0.00241015,0.00134115,0.00041711,0,0,0.0126062,0,0.01677461,0.759342259725081,0.00878812156367152
4180,2020,4119301,Pinhão,PR,REGIÃO SUL,0.02324508,0.01746318,0.00099389,0,0,0.04369084,0.01342379,0.09881678,3.45531149142094,0.180135612690981
4181,2020,4119400,Piraí do Sul,PR,REGIÃO SUL,0.02688188,0.00888568,0.82509059,0.00016603,0,0.04978004,0.00486114,0.91566536,2.3385206970201,0.124948102159792
4182,2020,4119509,Piraquara,PR,REGIÃO SUL,0.13874062,0.06295935,0.0045625,0.00064859,0,0.00332955,0.00147483,0.21171545,0.789516159351374,0.0203809540686245
4183,2020,4119608,Pitanga,PR,REGIÃO SUL,0.03507949,0.00882193,0.0181608,3.275e-05,0,0.07744934,0.00317966,0.14272397,3.32926205549599,0.148418281790335
4184,2020,4119657,Pitangueiras,PR,REGIÃO SUL,0.00543355,0.00086005,0.00025731,0,0,0.0039014,0.0332048,0.04365711,0.525157870598771,0.0108701585882359
4185,2020,4119707,Planaltina do Paraná,PR,REGIÃO SUL,0.00550521,0.00137609,0.00691094,0,0,0.03026822,0.33432653,0.37838699,1.09876579132776,0.0313930717142354
4186,2020,4119806,Planalto,PR,REGIÃO SUL,0.01344895,0.00692532,0.00656915,0,0,0.03273062,0.01266097,0.07233501,1.27668416025755,0.0311028642026452
4187,2020,4119905,Ponta Grossa,PR,REGIÃO SUL,0.84992535,0.00764316,0.23140094,0.00436455,0,0.02916664,0.05419417,1.17669481,3.74252745383379,0.185099734733053
4188,2020,4119954,Pontal do Paraná,PR,REGIÃO SUL,0.15462505,0.00017532,0.00688566,0.00011189,0,0.00012654,0.01240656,0.17433101,0.983934390258944,0.0179658116230729
4189,2020,4120002,Porecatu,PR,REGIÃO SUL,0.03046812,0.00246152,0.08530688,0,0,0.00277495,0,0.12101148,0.907726778011119,0.0256413195679036
4190,2020,4120101,Porto Amazonas,PR,REGIÃO SUL,0.00742139,0.00190025,0.00150701,4.512e-05,0,0.00428982,0.00715579,0.02231938,1.00040643019419,0.0167563762317505
4191,2020,4120150,Porto Barreiro,PR,REGIÃO SUL,0.00318939,0.00198276,0,0,0,0.02580555,0,0.0309777,1.19635328304455,0.0324369434276524
4192,2020,4120200,Porto Rico,PR,REGIÃO SUL,0.005669,0.00072422,3.72e-05,0.00066205,0,0.01881481,0,0.02590728,0.684753117282717,0.0191490576680705
4193,2020,4120309,Porto Vitória,PR,REGIÃO SUL,0.00342239,0.00204217,0.00128914,7.865e-05,0,0.00769397,0,0.01452633,0.877554552993801,0.0192411056820412
4194,2020,4120333,Prado Ferreira,PR,REGIÃO SUL,0.00954359,0.00035595,0.00254884,0,0,0.00133289,0.02228497,0.03606624,0.686121427711723,0.0135133259618057
4195,2020,4120358,Pranchita,PR,REGIÃO SUL,0.00714927,0.00142892,0.00117256,1.97e-06,0,0.01272777,0.00146851,0.023949,1.0731420081569,0.0203552631069104
4196,2020,4120408,Presidente Castelo Branco,PR,REGIÃO SUL,0.01180277,0.00050557,0.00012595,0,0,0.00674061,0.00052835,0.01970326,0.644209171862022,0.0137429170188108
4197,2020,4120507,Primeiro de Maio,PR,REGIÃO SUL,0.02620779,0.00040565,0.00088793,1.41e-06,0,0.0074315,0.00463332,0.0395676,0.982291713564987,0.0364663499245397
4198,2020,4120606,Prudentópolis,PR,REGIÃO SUL,0.05423193,0.02814253,0.06057475,6.257e-05,0,0.06820161,0.0050285,0.21624189,4.28144650249988,0.206648762562905
4199,2020,4120655,Quarto Centenário,PR,REGIÃO SUL,0.00576021,0.00148585,0.00088629,0,0,0.00457323,0,0.01270557,1.09944085175985,0.0286270580025055
4200,2020,4120705,Quatiguá,PR,REGIÃO SUL,0.01541573,0.00066696,0.00482036,9.1e-06,0,0.0172448,0.0014914,0.03964834,0.646522416049498,0.00996631870831066
4201,2020,4120804,Quatro Barras,PR,REGIÃO SUL,0.04486542,0.0025164,0.02291986,0.00134446,0,0.00138568,0.00152196,0.07455379,0.649604418170842,0.0161864923204342
4202,2020,4120853,Quatro Pontes,PR,REGIÃO SUL,0.00685486,0.00142581,0.00332546,0,0,0.04910194,0,0.06070807,0.668229884684991,0.010195108032125
4203,2020,4120903,Quedas do Iguaçu,PR,REGIÃO SUL,0.03603051,0.01322287,0.02624453,0,0,0.05317259,0.00080996,0.12948047,1.98621013274199,0.0737339321349103
4204,2020,4121000,Querência do Norte,PR,REGIÃO SUL,0.01466739,0.00432318,0.00232954,9.18e-06,0,0.05683474,2.19419361,2.27235764,1.46720023423234,0.0805939480025641
4205,2020,4121109,Quinta do Sol,PR,REGIÃO SUL,0.00686416,0.00107542,9.775e-05,0,0,0.00456495,0.00023267,0.01283496,0.958265746213017,0.0289051580923086
4206,2020,4121208,Quitandinha,PR,REGIÃO SUL,0.01463999,0.01181788,0.00569889,0.00088797,0,0.00552592,0.00708053,0.04565118,1.78168082689502,0.0402720896815662
4207,2020,4121257,Ramilândia,PR,REGIÃO SUL,0.00439118,0.00233413,7.29e-06,0,0,0.02163606,0.01016252,0.03853117,0.801360564272131,0.021227047370261
4208,2020,4121307,Rancho Alegre,PR,REGIÃO SUL,0.0081992,0.00038559,0.00069658,0,0,0.00084244,0.00315294,0.01327674,0.699255216808326,0.0147742242943755
4209,2020,4121356,Rancho Alegre D'Oeste,PR,REGIÃO SUL,0.00383291,0.00046955,0.0006835,0,0,0.00294181,0,0.00792776,1.10005666784459,0.0214664399682406
4210,2020,4121406,Realeza,PR,REGIÃO SUL,0.02391084,0.00380078,0.0058012,0,0,0.02790811,0.00710105,0.06852198,1.41086391158153,0.0317770832704168
4211,2020,4121505,Rebouças,PR,REGIÃO SUL,0.01212729,0.00709341,0.00242738,1.4e-05,0,0.01080522,0.00338762,0.03585492,1.44313210746776,0.0433185526395607
4212,2020,4121604,Renascença,PR,REGIÃO SUL,0.00715044,0.00296986,0.00139383,0,0,0.01450685,0.00588258,0.03190356,1.52959814904491,0.0384134705888546
4213,2020,4121703,Reserva,PR,REGIÃO SUL,0.02361987,0.01242366,0.00086918,1.779e-05,0,0.06047356,0.01359718,0.11100125,2.29637019904835,0.145791461115834
4214,2020,4121752,Reserva do Iguaçu,PR,REGIÃO SUL,0.00605232,0.00391001,0.00052072,0,0,0.01858859,6.869e-05,0.02914033,1.44409961274202,0.0751288648781443
4215,2020,4121802,Ribeirão Claro,PR,REGIÃO SUL,0.03710298,0.00356506,0.01533985,0.00012878,0,0.05098117,0.0042267,0.11134453,1.55062448438398,0.0555256725475227
4216,2020,4121901,Ribeirão do Pinhal,PR,REGIÃO SUL,0.01892306,0.00180922,0.00130155,4.6e-06,0,0.02058018,0.00735751,0.04997612,1.44422733397394,0.0331135565393235
4217,2020,4122008,Rio Azul,PR,REGIÃO SUL,0.0089953,0.01084691,0.00565253,5.059e-05,0,0.01121226,0.00032675,0.03708433,2.11674160141385,0.0566448489513335
4218,2020,4122107,Rio Bom,PR,REGIÃO SUL,0.00365461,0.00143697,0.0012785,0,0,0.0107613,0,0.01713138,0.970137061200931,0.0157556339492495
